1,Sell,1/6/10 0:00,1/7/10 0:00,0.91143,0.91985,-$85.20,"$9,914.80"
2,Sell,1/8/10 0:00,1/13/10 0:00,0.91753,0.92022,-$27.90,"$9,886.90"
3,Sell,1/15/10 0:00,1/17/10 0:00,0.93101,0.92349,$74.20,"$9,961.10"
4,Buy,1/21/10 0:00,1/22/10 0:00,0.91116,0.90392,-$73.40,"$9,887.70"
5,Buy,1/25/10 0:00,1/26/10 0:00,0.90394,0.9046,$5.60,"$9,893.30"
6,Sell,2/17/10 0:00,2/19/10 0:00,0.90092,0.88977,$110.50,"$10,003.80"
7,Sell,2/21/10 0:00,2/24/10 0:00,0.89824,0.89247,$56.70,"$10,060.50"
8,Sell,3/3/10 0:00,3/5/10 0:00,0.90448,0.89939,$49.90,"$10,110.40"
9,Sell,3/7/10 0:00,3/11/10 0:00,0.90792,0.91365,-$58.30,"$10,052.10"
10,Sell,3/12/10 0:00,3/16/10 0:00,0.91542,0.91325,$20.70,"$10,072.80"
11,Sell,3/17/10 0:00,3/18/10 0:00,0.91877,0.92303,-$43.60,"$10,029.20"
12,Buy,3/26/10 0:00,3/30/10 0:00,0.90848,0.91671,$81.30,"$10,110.50"
13,Sell,3/30/10 0:00,3/31/10 0:00,0.91671,0.92039,-$37.80,"$10,072.70"
14,Sell,4/1/10 0:00,4/11/10 0:00,0.91709,0.9334,-$164.10,"$9,908.60"
15,Buy,4/19/10 0:00,4/20/10 0:00,0.92211,0.92499,$27.80,"$9,936.40"
16,Buy,4/28/10 0:00,4/29/10 0:00,0.91664,0.92321,$64.70,"$10,001.10"
17,Sell,4/30/10 0:00,5/2/10 0:00,0.92963,0.92493,$46.00,"$10,047.10"
18,Buy,6/6/10 0:00,6/7/10 0:00,0.82203,0.81701,-$51.20,"$9,995.90"
19,Sell,6/18/10 0:00,6/21/10 0:00,0.86667,0.87929,-$127.20,"$9,868.70"
20,Sell,6/22/10 0:00,6/23/10 0:00,0.87762,0.87114,$63.80,"$9,932.50"
21,Buy,7/18/10 0:00,7/19/10 0:00,0.87001,0.86342,-$66.90,"$9,865.60"
22,Buy,7/20/10 0:00,7/21/10 0:00,0.86874,0.8839,$150.60,"$10,016.20"
23,Buy,8/20/10 0:00,8/22/10 0:00,0.88937,0.89208,$26.10,"$10,042.30"
24,Buy,8/23/10 0:00,8/24/10 0:00,0.88836,0.88932,$8.60,"$10,050.90"
25,Buy,8/25/10 0:00,8/26/10 0:00,0.8827,0.88573,$29.30,"$10,080.20"
26,Sell,9/2/10 0:00,9/3/10 0:00,0.90817,0.90866,-$5.90,"$10,074.30"
27,Sell,9/6/10 0:00,9/10/10 0:00,0.91544,0.92232,-$69.80,"$10,004.50"
28,Buy,11/12/10 0:00,11/14/10 0:00,0.99626,0.98657,-$97.90,"$9,906.60"
29,Buy,11/15/10 0:00,11/18/10 0:00,0.9887,0.98141,-$73.90,"$9,832.70"
30,Sell,11/22/10 0:00,11/23/10 0:00,0.98998,0.9864,$34.80,"$9,867.50"
31,Sell,12/7/10 0:00,12/8/10 0:00,0.9882,0.98312,$49.80,"$9,917.30"
32,Sell,12/14/10 0:00,12/16/10 0:00,0.99485,0.98695,$78.00,"$9,995.30"
33,Sell,12/23/10 0:00,12/27/10 0:00,0.99901,1,-$10.90,"$9,984.40"
34,Sell,12/28/10 0:00,12/30/10 0:00,1.00566,1.01721,-$116.50,"$9,867.90"
35,Buy,1/5/11 0:00,1/6/11 0:00,1.00685,0.99972,-$72.30,"$9,795.60"
36,Buy,1/9/11 0:00,1/10/11 0:00,0.99638,0.9951,-$13.80,"$9,781.80"
37,Sell,1/14/11 0:00,1/16/11 0:00,0.99789,0.98937,$84.20,"$9,866.00"
38,Sell,1/19/11 0:00,1/20/11 0:00,0.9973,0.99674,$4.60,"$9,870.60"
39,Buy,1/21/11 0:00,1/23/11 0:00,0.98541,0.98973,$42.20,"$9,912.80"
40,Sell,2/4/11 0:00,2/10/11 0:00,1.0145,1.01061,$37.90,"$9,950.70"
41,Buy,2/11/11 0:00,2/15/11 0:00,1.00126,1.0018,$4.40,"$9,955.10"
42,Sell,2/18/11 0:00,2/22/11 0:00,1.01181,1.0083,$34.10,"$9,989.20"
43,Sell,2/27/11 0:00,3/2/11 0:00,1.01732,1.01329,$39.30,"$10,028.50"
44,Sell,3/3/11 0:00,3/4/11 0:00,1.01599,1.01256,$33.30,"$10,061.80"
45,Buy,3/11/11 0:00,3/13/11 0:00,1.00154,1.01511,$134.70,"$10,196.50"
46,Sell,3/13/11 0:00,3/14/11 0:00,1.01511,1.00955,$54.60,"$10,251.10"
47,Sell,3/23/11 0:00,4/3/11 0:00,1.00863,1.03866,-$301.30,"$9,949.80"
